Gene Synonym,Gene name
FLJ16008,CYP27C1
CYP46,CYP46A1
CYP46A-SE1[12:13:14],CYP46A4P
CP51,CYP51A1
CYP51,CYP51A1
CYPL1,CYP51A1
LDM,CYP51A1
P450-14DM,CYP51A1
P450L1,CYP51A1
C7ORF49,CYREN
FLJ22450,CYREN
FLJ27285,CYREN
MGC5242,CYREN
MRI,CYREN
MRI-2,CYREN
CYRI-A,CYRIA
DKFZP566A1524,CYRIA
FAM49A,CYRIA
FLJ11080,CYRIA
BM-009,CYRIB
CYRI,CYRIB
CYRI-B,CYRIB
FAM49B,CYRIB
C9ORF169,CYSRT1
MGC59937,CYSRT1
B2-1,CYTH1
CYTOHESIN-1,CYTH1
D17S811E,CYTH1
PSCD1,CYTH1
ARNO,CYTH2
CTS18.1,CYTH2
CYTOHESIN-2,CYTH2
PSCD2,CYTH2
PSCD2L,CYTH2
SEC7P-L,CYTH2
SEC7P-LIKE,CYTH2
ARNO3,CYTH3
CYTOHESIN-3,CYTH3
GRP1,CYTH3
PSCD3,CYTH3
C2ORF59,CYTOR
LINC00152,CYTOR
MGC4677,CYTOR
NCRNA00152,CYTOR
DOC-2,DAB2
AF9Q34,DAB2IP
AIP1,DAB2IP
DIP1/2,DAB2IP
KIAA1743,DAB2IP
DAPPER,DACT1
DAPPER1,DACT1
FRODO,DACT1
HDPR1,DACT1
THYEX3,DACT1
156DAG,DAG1
A3A,DAG1
AGRNR,DAG1
DAG,DAG1
DAGLBETA,DAGLB
KCCR13L,DAGLB
CER2,DAND5
CKTSF1B3,DAND5
COCO,DAND5
DANTE,DAND5
DTE,DAND5
FLJ38607,DAND5
GREM3,DAND5
DAP1,DAP
BMRP-10,DAP3
DAP-3,DAP3
DKFZP686G12159,DAP3
MGC126058,DAP3
MGC126059,DAP3
MRP-S29,DAP3
MRPS29,DAP3
DAP3P,DAP3P1
MRPS29P1,DAP3P1
MRPS29P2,DAP3P2
DRP-1,DAPK2
MGC119312,DAPK2
ZIP,DAPK3
ZIPK,DAPK3
DARS,DARS1
DARS-AS1,DARS1-AS1
FLJ10514,DARS2
MTASPRS,DARS2
DNAAF18,DAW1
FLJ25955,DAW1
ODA16,DAW1
WDR69,DAW1
DBE-T,DBET
DUX4L30,DBET
ASK,DBF4
CHIF,DBF4
DBF4A,DBF4
ZDBF1,DBF4
DBM,DBH
BPR,DBH-AS1
NCRNA00118,DBH-AS1
ACBD1,DBI
ACBP,DBI
ELP2P,DBIL5P
DBIL2,DBIP1
DBIL1,DBIP2
D0S117E,DBN1
BCKAD-E2,DBT
BCKDH-E2,DBT
BCOADC-E2,DBT
KIAA0800,DCAF1
MGC102804,DCAF1
VPRBP,DCAF1
WDR21B,DCAF4L1
IQWD1,DCAF6
PC326,DCAF6
HAN11,DCAF7
SWAN-1,DCAF7
WDR68,DCAF7
FLJ35857,DCAF8
H326,DCAF8
WDR42A,DCAF8
DKFZP564O0463,DCAF13
GM83,DCAF13
HSPC064,DCAF13
SOF1,DCAF13
WDSOF1,DCAF13
C2ORF37,DCAF17
FLJ13096,DCAF17
FLJ22955,DCAKD
C5ORF20,DCANP1
DCNP1,DCANP1
CLCP1,DCBLD2
ESDN,DCBLD2
DCDC5,DCDC1
FLJ46154,DCDC1
CDH25,DCHS1
CDHR6,DCHS1
FIB1,DCHS1
FLJ11790,DCHS1
KIAA1773,DCHS1
PCDH16,DCHS1
DCAMKL3,DCLK3
DCDC3C,DCLK3
KIAA1765,DCLK3
APOLLO,DCLRE1B
FLJ12810,DCLRE1B
FLJ13998,DCLRE1B
SNM1B,DCLRE1B
A-SCID,DCLRE1C
ARTEMIS,DCLRE1C
FLJ11360,DCLRE1C
SCIDA,DCLRE1C
SNM1C,DCLRE1C
HSA275986,DCP1A
SMAD4IP1,DCP1A
SMIF,DCP1A
NUDT20,DCP2
FLJ32785,DCST1
RP11-307C12.11,DCST1-AS1
FLJ32934,DCST2
DCTN-50,DCTN2
RBP50,DCTN2
DYN4,DCTN4
P62,DCTN4
DCUN1L1,DCUN1D1
RP42,DCUN1D1
SCCRO,DCUN1D1
SCRO,DCUN1D1
TES3,DCUN1D1
DKFZP686O0290,DCUN1D3
FLJ41725,DCUN1D3
MGC48972,DCUN1D3
SCCRO3,DCUN1D3
KIAA0276,DCUN1D4
FLJ32431,DCUN1D5
MGC2714,DCUN1D5
DBCN,DCX
DC,DCX
LISX,DCX
SCLH,DCX
XLIS,DCX
DCR,DCXR
HCR2,DCXR
KIDCR,DCXR
P34H,DCXR
SDR20C1,DCXR
RP13-650J16.1,DCXR-DT
C19ORF58,DDA1
MGC2594,DDA1
PCIA1,DDA1
DDAH,DDAH1
DDBB,DDB2
FLJ34321,DDB2
UV-DDB2,DDB2
XPE,DDB2
AADC,DDC
IPLA1ALPHA,DDHD1
KIAA1705,DDHD1
PA-PLA1,DDHD1
PAPLA1,DDHD1
SPG28,DDHD1
IPLA1GAMMA,DDHD2
KIAA0725,DDHD2
P125B,DDHD2
SAMWD1,DDHD2
SPG54,DDHD2
MGC14844,DDI2
C11ORF82,DDIAS
FLJ25416,DDIAS
FLJ38838,DDIAS
NOXIN,DDIAS
CHOP,DDIT3
CHOP10,DDIT3
GADD153,DDIT3
CAT1507,DDN-AS1
KIAA0115,DDOST
OST,DDOST
OST48,DDOST
WBP1,DDOST
NTRKR3,DDR2
TKT,DDR2
TYRO10,DDR2
DBP-RB,DDX1
CAP-RF,DDX3X
DBX,DDX3X
DDX14,DDX3X
DDX3,DDX3X
HLP2,DDX3X
VASA,DDX4
G17P1,DDX5
HLR1,DDX5
P68,DDX5
HLR2,DDX6
RCK,DDX6
RCK/P54,DDX6
DBP4,DDX10
HRH-J8,DDX10
CHL1,DDX11
CHLR1,DDX11
KRG-2,DDX11
WABS,DDX11
CONCR,DDX11-AS1
SCAT4,DDX11-AS1
DDX11L1,DDX11L10
DDX11P,DDX11L10
DP103,DDX20
GEMIN3,DDX20
PRP28,DDX23
PRPF28,DDX23
SNRNP100,DDX23
U5-100KD,DDX23
GRTH,DDX25
RHELP,DDX42
RNAHP,DDX42
SF3B125,DDX42
SF3B8,DDX42
DKFZP564O176,DDX47
FLJ30012,DDX47
HQ0256,DDX47
RRP3,DDX47
DBP8,DDX49
FLJ10432,DDX49
APR-5,DDX54
DP97,DDX54
MGC2835,DDX54
KIAA1595,DDX55
NOH61,DDX56
FLJ31033,DDX60L
DECR,DECR1
SDR18C1,DECR1
CASP8IP1,DEDD
DEDD1,DEDD
DEFT,DEDD
FLDED1,DEDD
KE05,DEDD
FLAME-3,DEDD2
IBP,DEF6
SLAT,DEF6
SWAP70L,DEF6
DEFB-5,DEFB105A
DEFB105,DEFB105A
DEFB-8,DEFB108A
DEFB108,DEFB108A
DEFB108P1,DEFB108A
DEFB-31,DEFB131A
DEFB131,DEFB131A
DEFQ1,DEFT1P
DEFT1,DEFT1P
DEGS-1,DEGS1
DES-1,DEGS1
DES1,DEGS1
FADS7,DEGS1
MLD,DEGS1
C14ORF66,DEGS2
DES2,DEGS2
FADS8,DEGS2
FAM31A,DENND1A
FLJ21129,DENND1A
KIAA1608,DENND1A
C1ORF218,DENND1B
FAM31B,DENND1B
FLJ20054,DENND1B
MGC27044,DENND1B
HTS1,DENND2B
P126,DENND2B
ST5,DENND2B
DJ1156J9.1,DENND2C
DKFZP686G0351,DENND2C
DKFZP779P1149,DENND2C
FLJ37099,DENND2C
RP5-1156J9.1,DENND2C
FLJ22457,DENND2D
RP5-1180E21.2,DENND2D
KIAA0476,DENND4B
FLJ22354,DENND5A
FLJ33829,DENND5A
FLJ43455,DENND5A
KIAA1091,DENND5A
RAB6IP1,DENND5A
MGC24039,DENND5B
AFI1A,DENND6A
FAM116A,DENND6A
FLJ34969,DENND6A
FAM45A,DENND10
DRP,DENR
DRP1,DENR
SMAP-3,DENR
BRCC3,DEPDC1B
XTP1,DEPDC1B
DEP.4,DEPDC4
FLJ33505,DEPDC4
CGI-101,DERL2
DERLIN-2,DERL2
F-LAN-1,DERL2
F-LANA,DERL2
FLANA,DERL2
CMD1I,DES
CSM1,DES
CSM2,DES
CCDC67,DEUP1
FLJ25393,DEUP1
DFF-45,DFFA
DFF1,DFFA
DFF45,DFFA
ICAD,DFFA
CAD,DFFB
CPAN,DFFB
DFF-40,DFFB
DFF40,DFFB
DAGK2,DGKB
DGK,DGKB
DGK-BETA,DGKB
KIAA0718,DGKB
DGKDELTA,DGKD
KIAA0145,DGKD
DAGK6,DGKE
DGK,DGKE
DGK-IOTA,DGKI
DAGK,DGKQ
DAGK4,DGKQ
DAGK7,DGKQ
DAGK5,DGKZ
DAGK6,DGKZ
DGK-ZETA,DGKZ
HDGKZETA,DGKZ
DGK,DGUOK
SLOS,DHCR7
DS,DHDDS
FLJ13102,DHDDS
HCIT,DHDDS
HDS,DHDDS
RP59,DHDDS
DHFRL1,DHFR2
DHFRP4,DHFR2
FLJ16119,DHFR2
MIG13,DHPS
RDH17,DHRS3
RETSDR1,DHRS3
RSDR1,DHRS3
SDR1,DHRS3
SDR16C1,DHRS3
CGI-93,DHRS7B
DKFZP566O084,DHRS7B
MGC8916,DHRS7B
SDR32C1,DHRS7B
SDR32C2,DHRS7C
3ALPHA-HSD,DHRS9
RDH15,DHRS9
RDHL,DHRS9
RETSDR8,DHRS9
SDR9C4,DHRS9
MGC23280,DHRS13
SDR7C5,DHRS13
CMT2Q,DHTKD1
DKFZP762M115,DHTKD1
KIAA1630,DHTKD1
MGC3090,DHTKD1
DDX8,DHX8
DHR2,DHX8
HRH1,DHX8
PRP22,DHX8
PRPF22,DHX8
DDX29,DHX29
DDX30,DHX30
FLJ11214,DHX30
KIAA0890,DHX30
DDX33,DHX33
DKFZP762F2011,DHX33
FLJ21972,DHX33
DDX34,DHX34
KIAA0134,DHX34
DDX37,DHX37
DHR1,DHX37
KIAA1517,DHX37
MGC2695,DHX37
MGC4322,DHX37
DDX38,DHX38
HPRP16,DHX38
KIAA0224,DHX38
PRP16,DHX38
PRPF16,DHX38
ARG147,DHX40
DDX40,DHX40
FLJ22060,DHX40
PAD,DHX40
DHX40P,DHX40P1
DDX57,DHX57
D11LGP2,DHX58
LGP2,DHX58
DFNA64,DIABLO
DIABLO-S,DIABLO
FLJ10537,DIABLO
FLJ25049,DIABLO
SMAC,DIABLO
DFNA1,DIAPH1
HDIA1,DIAPH1
LFHL1,DIAPH1
MDIA1,DIAPH1
DICER,DICER1
HERNA,DICER1
K12H4.8-LIKE,DICER1
KIAA0928,DICER1
MNG1,DICER1
DICER1-AS,DICER1-AS1
FLJ45244,DICER1-AS1
DIMT1L,DIMT1
HSA9761,DIMT1
DINO,DINOL
TXDI1,DIO1
TXDI3,DIO3
C14ORF134,DIO3OS
DIO3-AS1,DIO3OS
NCRNA00041,DIO3OS
KIAA0934,DIP2C
FAM69A,DIPK1A
FLJ23493,DIPK1A
DI-RAS1,DIRAS1
GBTS1,DIRAS1
RIG,DIRAS1
DI-RAS2,DIRAS2
DKFZP761C07121,DIRAS2
ARHI,DIRAS3
NOEY2,DIRAS3
FLJ14199,DIRC3
FAM6A,DIS3L2
FLJ36974,DIS3L2
MGC42174,DIS3L2
DIS3L2P,DIS3L2P1
FAM6B,DIS3L2P1
DISPA,DISP1
DKFZP434I0428,DISP1
MGC13130,DISP1
MGC16796,DISP1
CRRL,DKK3
REIC,DKK3
RIG,DKK3
DLTA,DLAT
E2,DLAT
PDC-E2,DLAT
DLDH,DLD
E3,DLD
GCSL,DLD
LAD,DLD
OGDC-E3,DLD
DJ1061C18.1.1,DLG1
DLGH1,DLG1
HDLG,DLG1
SAP-97,DLG1
SAP97,DLG1
CHAPSYN-110,DLG2
PPP1R58,DLG2
PSD-93,DLG2
PSD93,DLG2
KIAA1232,DLG3
MRX90,DLG3
NE-DLG,DLG3
NEDLG,DLG3
PPP1R82,DLG3
SAP-102,DLG3
SAP102,DLG3
PSD-95,DLG4
PSD95,DLG4
SAP-90,DLG4
SAP90,DLG4
EGFL9,DLK2
MGC2487,DLK2
DLSTP,DLSTP1
BP1,DLX4
DLX7,DLX4
DLX8,DLX4
DLX9,DLX4
EVF-2,DLX6-AS1
FLJ34048,DLX6-AS1
NCRNA00212,DLX6-AS1
DNMAP1,DMAP1
DNMTAP1,DMAP1
EAF2,DMAP1
FLJ11543,DMAP1
KIAA1425,DMAP1
MEAF2,DMAP1
SWC4,DMAP1
ATX,DMBX1
MBX,DMBX1
OTX3,DMBX1
PAXB,DMBX1
BMD,DMD
DXS142,DMD
DXS164,DMD
DXS206,DMD
DXS230,DMD
DXS239,DMD
DXS268,DMD
DXS269,DMD
DXS270,DMD
DXS272,DMD
MRX85,DMD
DM,DMPK
DM1,DMPK
DM1PK,DMPK
DMK,DMPK
MDPK,DMPK
MT-PK,DMPK
DMT,DMTN
EPB49,DMTN
DNA2L,DNA2
KIAA0083,DNA2
C14ORF104,DNAAF2
CILD10,DNAAF2
FLJ10563,DNAAF2
KTU,DNAAF2
PF13,DNAAF2
C19ORF51,DNAAF3
CILD2,DNAAF3
FLJ36139,DNAAF3
FLJ40069,DNAAF3
PCD,DNAAF3
PF22,DNAAF3
CILD18,DNAAF5
FLJ20397,DNAAF5
FLJ25564,DNAAF5
FLJ31671,DNAAF5
FLJ39381,DNAAF5
HEATR2,DNAAF5
DNAHC1,DNAH1
HDHC7,DNAH1
HL-11,DNAH1
HL11,DNAH1
XLHSRF-1,DNAH1
DNHD3,DNAH2
FLJ46675,DNAH2
KIAA1503,DNAH2
DKFZP434N074,DNAH3
DLP3,DNAH3
DNAHC3B,DNAH3
HSADHC3,DNAH3
CILD3,DNAH5
DNAHC5,DNAH5
HL1,DNAH5
KTGNR,DNAH5
PCD,DNAH5
HDHC9,DNAH8
FLJ45278,DNAH10OS
CILD7,DNAH11
DNAHBL,DNAH11
DNAHC11,DNAH11
DNHBL,DNAH11
DPL11,DNAH11
DHC3,DNAH12
DLP12,DNAH12
DNAH12L,DNAH12
DNAH7L,DNAH12
DNAHC3,DNAH12
DNHD2,DNAH12
FLJ40427,DNAH12
FLJ44290,DNAH12
HDHC3,DNAH12
HL-19,DNAH12
C1ORF67,DNAH14
DKFZP781B1548,DNAH14
DNAHC14,DNAH14
HL-18,DNAH14
HL18,DNAH14
MGC27277,DNAH14
DNAHL1,DNAH17
DNEL2,DNAH17
FLJ40457,DNAH17
CILD9,DNAI2
DIC2,DNAI2
DIC3,DNAI3
FLJ30067,DNAI3
NYD-SP29,DNAI3
WDR63,DNAI3
DIC4,DNAI4
FLJ23129,DNAI4
WDR78,DNAI4
CASC1,DNAI7
CFAP94,DNAI7
FLJ10921,DNAI7
LAS1,DNAI7
PPP1R54,DNAI7
CPR3,DNAJA2
DNAJ,DNAJA2
DNJ3,DNAJA2
HIRIP4,DNAJA2
PRO1472,DNAJA4
DNAJB1P,DNAJB1P1
PSIHSP40,DNAJB1P1
CMT2T,DNAJB2
HSJ1,DNAJB2
HSPF3,DNAJB2
HCG3,DNAJB3
HLJ1,DNAJB4
LGMD1D,DNAJB6
MRJ,DNAJB6
CT156,DNAJB8
MGC33884,DNAJB8
EDJ,DNAJB11
ERDJ3,DNAJB11
HEDJ,DNAJB11
HSPF2,DNAJC4
MCG18,DNAJC4
CSP-GAMMA,DNAJC5G
FLJ40417,DNAJC5G
TPR2,DNAJC7
TTC2,DNAJC7
ERDJ5,DNAJC10
PDIA19,DNAJC10
FLJ10737,DNAJC11
DNAJ,DNAJC14
DRIP78,DNAJC14
FLJ32792,DNAJC14
HDJ3,DNAJC14
LIP6,DNAJC14
KIAA0962,DNAJC16
PAM18,DNAJC19
TIM14,DNAJC19
TIMM14,DNAJC19
DNAJA5,DNAJC21
GS3,DNAJC21
JJJ1,DNAJC21
FLJ13236,DNAJC22
WUS,DNAJC22
RABJS,DNAJC27
RBJ,DNAJC27
1700010H15RIK,DNAL1
C14ORF168,DNAL1
CILD16,DNAL1
MGC12435,DNAL1
DNL1,DNASE1
DNAS1L2,DNASE1L2
DNAS1L3,DNASE1L3
LSD,DNASE1L3
DNL,DNASE2
DNL2,DNASE2
DLAD,DNASE2B
C11ORF47,DNHD1
CCDC35,DNHD1
DHCD1,DNHD1
DKFZP686J0796,DNHD1
DNHD1L,DNHD1
FLJ32752,DNHD1
FLJ35709,DNHD1
FLJ46184,DNHD1
BA413M3.2,DNLZ
C9ORF151,DNLZ
HEP,DNLZ
RP11-413M3.2,DNLZ
TIMM15,DNLZ
ZIM17,DNLZ
DNM,DNM1
DRP1,DNM1L
DVLP,DNM1L
DYMPLE,DNM1L
HDYNIV,DNM1L
VPS1,DNM1L
DNM1DN8-1,DNM1P34
DNM1DN8-5,DNM1P34
DNM1DN8@,DNM1P34
DNM1DN8-2,DNM1P35
DNM1DN8@,DNM1P35
C15ORF51,DNM1P46
DKFZP434I1020,DNM1P46
DNM1DN14.2,DNM1P46
DNM1DN14@,DNM1P46
FLJ45937,DNM1P46
DNM1DN14-3,DNM1P47
DNM1DN14@,DNM1P47
DNM1DN8@,DNM1P49
CMT2M,DNM2
CMTDI1,DNM2
CMTDIB,DNM2
DI-CMTB,DNM2
DYN2,DNM2
DYNII,DNM2
KIAA0820,DNM3
DNM3-AS1,DNM3OS
MIR199A2HG,DNM3OS
ARHGEF36,DNMBP
KIAA1010,DNMBP
TUBA,DNMBP
BA287G8.2,DNMBP-AS1
FLJ40792,DNMBP-AS1
NCRNA00093,DNMBP-AS1
CXXC9,DNMT1
DNMT,DNMT1
MCMT,DNMT1
ASPEP,DNPEP
DAP,DNPEP
KIAA0209,DOCK2
FLJ34238,DOCK4
KIAA0716,DOCK4
KIAA1395,DOCK6
ZIR1,DOCK6
KIAA0694,DOCK10
ZIZ3,DOCK10
P62DOK,DOK1
FLJ22570,DOK3
FLJ10488,DOK4
C4ORF25,DOK7
DOK-7,DOK7
FLJ33718,DOK7
FLJ39137,DOK7
DJ202D23.2,DOP1A
DOPEY1,DOP1A
KIAA1117,DOP1A
DOT1,DOT1L
KIAA1814,DOT1L
KMT4,DOT1L
ALG7,DPAGT1
CDG-IJ,DPAGT1
D11S366,DPAGT1
DGPT,DPAGT1
DPAGT,DPAGT1
DPAGT2,DPAGT1
GPT,DPAGT1
BAF45B,DPF1
NEUD4,DPF1
NEURO-D4,DPF1
SMARCG1,DPF1
BAF45D,DPF2
REQ,DPF2
SMARCG2,DPF2
UBI-D4,DPF2
DPH2L2,DPH2
DELGIP,DPH3
DELGIP1,DPH3
DESR1,DPH3
DPH3A,DPH3
KTI11,DPH3
MGC20197,DPH3
ZCSL2,DPH3
CGI-30,DPH5
ATPBD4-AS1,DPH6-DT
DPH6-AS1,DPH6-DT
MGC125904,DPM3
MGC125905,DPM3
MGC34275,DPM3
ADCP2,DPP4
CD26,DPP4
DPPIV,DPP4
DPL1,DPP6
DPPX,DPP6
DPP2,DPP7
DPPII,DPP7
BC032913,DPP10-AS1
STELLAR,DPPA3P2
FLJ10713,DPPA4
KIAA0877,DPY19L1
THC1072510,DPY19L1P2
FLJ32949,DPY19L2
SPATA34,DPY19L2
IMAGE:5295327,DPY19L2P4
CPS25,DPY30
HDPY-30,DPY30
SAF19,DPY30
CRAM,DPYSL5
CRMP-5,DPYSL5
CRMP5,DPYSL5
CV2,DPYSL5
ULIP6,DPYSL5
FLJ23757,DQX1
NC2-BETA,DR1
NC2B,DR1
NCB2,DR1
MGC54289,DRAM2
PRO180,DRAM2
RP5-1180E21.1,DRAM2
TMEM77,DRAM2
WWFQ154,DRAM2
C1ORF187,DRAXIN
FLJ34999,DRAXIN
NEUCRIN,DRAXIN
CFAP134,DRC3
DKFZP586M1120,DRC3
LRRC48,DRC3
DPI,DSP
DPII,DSP
KPPS2,DSP
PPKS2,DSP
ABL,DSP-AS1
RP3-512B11.3,DSP-AS1
DFNA39,DSPP
DGI1,DSPP
DMP3,DSPP
BP240,DST
BPA,DST
BPAG1,DST
CATX-15,DST
FLJ13425,DST
FLJ21489,DST
FLJ30627,DST
FLJ32235,DST
KIAA0728,DST
MACF2,DST
DUSTYPK,DSTYK
KIAA0472,DSTYK
RIP5,DSTYK
RIPK5,DSTYK
SPG23,DSTYK
C14ORF126,DTD2
MGC9912,DTD2
HDX-1,DTX1
RNF140,DTX1
BBAP,DTX3L
RNF143,DTX3L
LINC00883,DUBR
DUS1,DUS1L
PP3111,DUS1L
DUS2L,DUS2
FLJ20399,DUS2
SMM1,DUS2
DUS3,DUS3L
FLJ13896,DUS3L
CL100,DUSP1
HVH1,DUSP1
MKP-1,DUSP1
PTPN10,DUSP1
VHR,DUSP3
HVH2,DUSP4
MKP-2,DUSP4
TYP,DUSP4
MKP-X,DUSP7
PYST2,DUSP7
DUSP1,DUSP12
YVH1,DUSP12
BEDP,DUSP13
DUSP13A,DUSP13
DUSP13B,DUSP13
FLJ32450,DUSP13
MDSP,DUSP13
TMDP,DUSP13
DUSP17,DUSP19
SKRP1,DUSP19
JKAP,DUSP22
JSP1,DUSP22
MKPX,DUSP22
VHX,DUSP22
DUSP25,DUSP23
FLJ20442,DUSP23
DUSP26,DUSP28
VHP,DUSP28
DUTL,DUTP1
DUX4,DUX4L1
FLJ39632,DUXAP9
LINC01296,DUXAP9
LNCRNA-CTD903,DUXAP9
LNMAT1,DUXAP9
KIAA0208,DVL3
DNCI1,DYNC1I1
DNCIC1,DYNC1I1
DHC1B,DYNC2H1
DHC2,DYNC2H1
DNCH2,DYNC2H1
DYH1B,DYNC2H1
HDHC11,DYNC2H1
CGI-60,DYNC2LI1
D2LIC,DYNC2LI1
DKFZP564A033,DYNC2LI1
LIC3,DYNC2LI1
TCTEX1D4,DYNLT4
FLJ40873,DYNLT5
TCTEX1D1,DYNLT5
HYAK3-2,DYRK3
RED,DYRK3
REDK,DYRK3
FER1L1,DYSF
LGMD2B,DYSF
DZIP2,DZIP1L
FLJ32844,DZIP1L
E2F-6,E2F6
E4F,E4F1
BM040,EAF2
TRAITS,EAF2
U19,EAF2
BM036,EAPP
C14ORF11,EAPP
FLJ20578,EAPP
EB9,EBAG9
RCAS1,EBAG9
COE1,EBF1
EBF,EBF1
OLF1,EBF1
IL27B,EBI3
IL35B,EBI3
EBLN3,EBLN3P
LOC100506710,EBLN3P
EBP2,EBNA1BP2
NOBP,EBNA1BP2
P40,EBNA1BP2
ECE,ECE1
KIAA0604,ECE2
MGC2408,ECE2
DINE,ECEL1
XCE,ECEL1
ECEL2,ECEL1P2
DJ351K20.2,ECHDC1
FLJ10948,ECHDC2
FLJ20909,ECHDC3
DCI,ECI1
AUGURIN,ECRG4
C2ORF40,ECRG4
SITPEC,ECSIT
ARHGEF31,ECT2
GE-1,EDC4
HEDLS,EDC4
RCD-8,EDC4
EDEM,EDEM1
KIAA0212,EDEM1
C1ORF22,EDEM3
ET2,EDN2
HEED,EED
WAIT-1,EED
EEF1AL2,EEF1A1P4
EEF1AL4,EEF1A1P6
EEF1AL6,EEF1A1P8
EEF1AL10,EEF1A1P12
EEF1AL11,EEF1A1P13
C10ORF138,EEF1AKMT2
EFM4,EEF1AKMT2
METTL10,EEF1AKMT2
BETA-3,EEF1B2P2
EEF-1,EEF1B2P2
EEF-1BETA5A,EEF1B2P2
EEF1B,EEF1B2P2
EEF1B3,EEF1B2P2
FLJ26697,EEF1DP4
EEF-2,EEF2
EF2,EEF2
DKFZP779B126,EEIG2
FAM102B,EEIG2
SYM-3B,EEIG2
KIAA1706,EEPD1
CFAP200,EFCAB2
DRC8,EFCAB2
MGC12458,EFCAB2
FLJ25818,EFCAB3
FLJ46247,EFCAB5
C3ORF25,EFCAB12
C17ORF57,EFCAB13
FLJ40342,EFCAB13
THCAT158,EFCAB13-DT
KIAA0494,EFCAB14
KIAA0494-AS1,EFCAB14-AS1
C3ORF73,EFCC1
CCDC48,EFCC1
FLJ12057,EFCC1
FLJ13612,EFHD1
MGC4342,EFHD2
EFTUD1,EFL1
FAM42A,EFL1
FLJ13119,EFL1
HST19294,EFL1
RIA1,EFL1
ECKLG,EFNA1
EPLG1,EFNA1
GMAN,EFNA1
LERK1,EFNA1
TNFAIP4,EFNA1
ELF-1,EFNA2
EPLG6,EFNA2
LERK6,EFNA2
EHK1-L,EFNA3
EPLG3,EFNA3
LERK3,EFNA3
EPLG4,EFNA4
LERK4,EFNA4
AF1,EFNA5
EPLG7,EFNA5
LERK7,EFNA5
ERBB,EGFR
ERBB1,EGFR
ERRP,EGFR
C1ORF12,EGLN1
HIFPH2,EGLN1
PHD2,EGLN1
SM-20,EGLN1
ZMYND6,EGLN1
EGO,EGOT
NCRNA00190,EGOT
KIAA0903,EHBP1
NACSIN,EHBP1
DKFZP762C186,EHBP1L1
TANGERIN,EHBP1L1
PAST4,EHD4
FLJ25832,EID3
NSE4B,EID3
NSMCE4B,EID3
A121,EIF1
EIF-1,EIF1
EIF1A,EIF1
ISO1,EIF1
SUI1,EIF1
GC20,EIF1B
FLJ33065,EIF1B-AS1
EIF-2A,EIF2A
HCR,EIF2AK1
HHRI,EIF2AK1
HRI,EIF2AK1
KIAA1369,EIF2AK1
PKR,EIF2AK2
PPP1R83,EIF2AK2
PRKR,EIF2AK2
PEK,EIF2AK3
PERK,EIF2AK3
GCN2,EIF2AK4
KIAA1338,EIF2AK4
EIF-2B,EIF2B1
EIF-2BALPHA,EIF2B1
EIF2B,EIF2B1
EIF2BA,EIF2B1
EIF2BALPHA,EIF2B1
EIF-2B,EIF2B3
EIF2BGAMMA,EIF2B3
DKFZP586J0119,EIF2B4
EIF-2B,EIF2B4
EIF2B,EIF2B4
EIF2BDELTA,EIF2B4
LGTN,EIF2D
BCM2636,EIF2S2P2
EIF-2-GAMMA2,EIF2S3B
EIF2GA,EIF2S3B
EIF3,EIF3A
EIF3-P170,EIF3A
EIF3-THETA,EIF3A
EIF3S10,EIF3A
KIAA0139,EIF3A
TIF32,EIF3A
EIF3S9,EIF3B
PRT1,EIF3B
EIF3-BETA,EIF3I
EIF3-P36,EIF3I
EIF3S2,EIF3I
TRIP-1,EIF3I
EIF3J-AS1,EIF3J-DT
DDX2A,EIF4A1
EIF-4A,EIF4A1
EIF4A,EIF4A1
BM-010,EIF4A2
DDX2B,EIF4A2
EIF4A,EIF4A2
EIF4F,EIF4A2
EIF4E1,EIF4E
EIF4EL1,EIF4E
EIF4F,EIF4E
4EHP,EIF4E2
EIF4EL3,EIF4E2
IF4E,EIF4E2
4E-BP1,EIF4EBP1
PHAS-I,EIF4EBP1
DAP5,EIF4G2
NAT1,EIF4G2
P97,EIF4G2
EIF4GII,EIF4G3
KIAA0038,EIF4H
WBSCR1,EIF4H
WSCR1,EIF4H
DKFZP434I036,EIF5B
FLJ10524,EIF5B
IF2,EIF5B
KIAA0741,EIF5B
EIPR-1,EIPR1
TSSC1,EIPR1
HUA,ELAVL1
HUR,ELAVL1
MELG,ELAVL1
HUD,ELAVL4
PNEM,ELAVL4
EU32,ELF2
NERF,ELF2
NERF-1A,ELF2
NERF-1B,ELF2
NERF-2,ELF2
EPR-1,ELF3
ERT,ELF3
ESE-1,ELF3
ESX,ELF3
ENST00000415582,ELF3-AS1
SCAT7,ELF3-AS1
PPP1R28,ELFN1
MYCLO-2,ELFN1-AS1
C19ORF17,ELL
ELL1,ELL
MEN,ELL
PPP1R68,ELL
CED-12,ELMO1
CED12,ELMO1
ELMO-1,ELMO1
KIAA0281,ELMO1
DFNB88,ELMOD3
FLJ21977,ELMOD3
RBED1,ELMOD3
RBM29,ELMOD3
SVAS,ELN
WBS,ELN
WS,ELN
CTB-51J22.1,ELN-AS1
SIII,ELOA
TCEB3,ELOA
TCEB3A,ELOA
TCEB3-AS1,ELOA-AS1
SIII,ELOB
TCEB2,ELOB
TCEB2P2,ELOBP2
TCEB2P4,ELOBP4
TCEB1P21,ELOCP21
TCEB1P29,ELOCP29
